Company_Name,Sector,Industry_Group,Country_of_Origin,Type_of_Data_Stolen,Date,Data_Volume,Data_Volume_GB
"Florence Cement Company, Inc.",Materials,Construction Materials,United States,Communication & Social Data,"Jul 26, 2024",500 Gb,500
Insula Group,Information Technology,Software & Services,Australia,Corporate & Business Data,"Jul 18, 2024",400 Gb,400
Insula Group,Information Technology,Software & Services,Australia,Intellectual Property (IP) & Research Data,"Jul 18, 2024",400 Gb,400
Insula Group,Information Technology,Software & Services,Australia,System & Infrastructure Data,"Jul 18, 2024",400 Gb,400
Texas Alcohol & Drug Testing Service,Health Care,Health Care Services,United States,Authentication & Credential Data,"Jul 13, 2024",218 Gb,218
Texas Alcohol & Drug Testing Service,Health Care,Health Care Services,United States,Personal Identifiable Information,"Jul 13, 2024",218 Gb,218
Texas Alcohol & Drug Testing Service,Health Care,Health Care Services,United States,Financial & Payment Data,"Jul 13, 2024",218 Gb,218
Texas Alcohol & Drug Testing Service,Health Care,Health Care Services,United States,Medical & Health Records (PHI),"Jul 13, 2024",218 Gb,218
Texas Alcohol & Drug Testing Service,Health Care,Health Care Services,United States,Corporate & Business Data,"Jul 13, 2024",218 Gb,218
Texas Alcohol & Drug Testing Service,Health Care,Health Care Services,United States,Communication & Social Data,"Jul 13, 2024",218 Gb,218
Preferred IT Group,Information Technology,Software & Services,United States,Authentication & Credential Data,"Jul 10, 2024",122 Gb,122
Preferred IT Group,Information Technology,Software & Services,United States,Personal Identifiable Information,"Jul 10, 2024",122 Gb,122
Preferred IT Group,Information Technology,Software & Services,United States,Corporate & Business Data,"Jul 10, 2024",122 Gb,122
Preferred IT Group,Information Technology,Software & Services,United States,Communication & Social Data,"Jul 10, 2024",122 Gb,122
Transit Mutual Insurance Corporation,Financials,Insurance,United States,Personal Identifiable Information,"Jul 3, 2024",400 Gb,400
Transit Mutual Insurance Corporation,Financials,Insurance,United States,Corporate & Business Data,"Jul 3, 2024",400 Gb,400
Transit Mutual Insurance Corporation,Financials,Insurance,United States,Authentication & Credential Data,"Jul 3, 2024",400 Gb,400
Transit Mutual Insurance Corporation,Financials,Insurance,United States,System & Infrastructure Data,"Jul 3, 2024",400 Gb,400
"Legend Properties, Inc.",Real Estate,Real Estate,United States,Personal Identifiable Information,"Jul 3, 2024",400 Gb,400
"Legend Properties, Inc.",Real Estate,Real Estate,United States,Corporate & Business Data,"Jul 3, 2024",400 Gb,400
"Legend Properties, Inc.",Real Estate,Real Estate,United States,Authentication & Credential Data,"Jul 3, 2024",400 Gb,400
"Legend Properties, Inc.",Real Estate,Real Estate,United States,System & Infrastructure Data,"Jul 3, 2024",400 Gb,400
Island Transportation Corp.,Industrials,Transportation,United States,Personal Identifiable Information,"Jul 3, 2024",300 Gb,300
Island Transportation Corp.,Industrials,Transportation,United States,Corporate & Business Data,"Jul 3, 2024",300 Gb,300
Island Transportation Corp.,Industrials,Transportation,United States,Authentication & Credential Data,"Jul 3, 2024",300 Gb,300
Island Transportation Corp.,Industrials,Transportation,United States,System & Infrastructure Data,"Jul 3, 2024",300 Gb,300
MEL aviation Ltd,Industrials,Aerospace & Defense,United Kingdom,Authentication & Credential Data,"Jul 2, 2024",4.2 Tb,4300.8
MEL aviation Ltd,Industrials,Aerospace & Defense,United Kingdom,Financial & Payment Data,"Jul 2, 2024",4.2 Tb,4300.8
MEL aviation Ltd,Industrials,Aerospace & Defense,United Kingdom,Corporate & Business Data,"Jul 2, 2024",4.2 Tb,4300.8
MEL aviation Ltd,Industrials,Aerospace & Defense,United Kingdom,Government & Military Data,"Jul 2, 2024",4.2 Tb,4300.8
MEL aviation Ltd,Industrials,Aerospace & Defense,United Kingdom,Intellectual Property (IP) & Research Data,"Jul 2, 2024",4.2 Tb,4300.8
MEL aviation Ltd,Industrials,Aerospace & Defense,United Kingdom,Communication & Social Data,"Jul 2, 2024",4.2 Tb,4300.8
MEL aviation Ltd,Industrials,Aerospace & Defense,United Kingdom,System & Infrastructure Data,"Jul 2, 2024",4.2 Tb,4300.8
Longview Oral & Maxillofacial Surgery,Health Care,Health Care Providers,United States,Authentication & Credential Data,"Jul 2, 2024",2.5 Tb,2560
Longview Oral & Maxillofacial Surgery,Health Care,Health Care Providers,United States,Personal Identifiable Information,"Jul 2, 2024",2.5 Tb,2560
Longview Oral & Maxillofacial Surgery,Health Care,Health Care Providers,United States,Financial & Payment Data,"Jul 2, 2024",2.5 Tb,2560
Longview Oral & Maxillofacial Surgery,Health Care,Health Care Providers,United States,Medical & Health Records (PHI),"Jul 2, 2024",2.5 Tb,2560
Longview Oral & Maxillofacial Surgery,Health Care,Health Care Providers,United States,Corporate & Business Data,"Jul 2, 2024",2.5 Tb,2560
Longview Oral & Maxillofacial Surgery,Health Care,Health Care Providers,United States,Communication & Social Data,"Jul 2, 2024",2.5 Tb,2560
Dordt University,Consumer Discretionary,Education,United States,Authentication & Credential Data,"Jul 2, 2024",3 Tb,3072
Dordt University,Consumer Discretionary,Education,United States,Personal Identifiable Information (PII),"Jul 2, 2024",3 Tb,3072
Dordt University,Consumer Discretionary,Education,United States,Financial & Payment Data,"Jul 2, 2024",3 Tb,3072
Dordt University,Consumer Discretionary,Education,United States,Medical & Health Records (PHI),"Jul 2, 2024",3 Tb,3072
Dordt University,Consumer Discretionary,Education,United States,Corporate & Business Data,"Jul 2, 2024",3 Tb,3072
Dordt University,Consumer Discretionary,Education,United States,Government & Military Data (if international students are considered government affiliated),"Jul 2, 2024",3 Tb,3072
Dordt University,Consumer Discretionary,Education,United States,Communication & Social Data,"Jul 2, 2024",3 Tb,3072
Dordt University,Consumer Discretionary,Education,United States, System & Infrastructure Data,"Jul 2, 2024",3 Tb,3072
"Wind Composite Services Group, LLC",Industrials,Industrial Conglomerates,United States,Authentication & Credential Data,"Jun 25, 2024",412 Gb,412
"Wind Composite Services Group, LLC",Industrials,Industrial Conglomerates,United States,Corporate & Business Data,"Jun 25, 2024",412 Gb,412
"Wind Composite Services Group, LLC",Industrials,Industrial Conglomerates,United States,Financial & Payment Data,"Jun 25, 2024",412 Gb,412
"Wind Composite Services Group, LLC",Industrials,Industrial Conglomerates,United States,Communication & Social Data,"Jun 25, 2024",412 Gb,412
Payne & Jones,Financials,Financial Services,United States,Authentication & Credential Data,"Jun 25, 2024",1.65 Tb,1689.6
Payne & Jones,Financials,Financial Services,United States,Personal Identifiable Information (PII),"Jun 25, 2024",1.65 Tb,1689.6
Payne & Jones,Financials,Financial Services,United States,Financial & Payment Data,"Jun 25, 2024",1.65 Tb,1689.6
Payne & Jones,Financials,Financial Services,United States,Medical & Health Records (PHI),"Jun 25, 2024",1.65 Tb,1689.6
Payne & Jones,Financials,Financial Services,United States,Corporate & Business Data,"Jun 25, 2024",1.65 Tb,1689.6
Payne & Jones,Financials,Financial Services,United States,Communication & Social Data,"Jun 25, 2024",1.65 Tb,1689.6
Payne & Jones,Financials,Financial Services,United States,System & Infrastructure Data,"Jun 25, 2024",1.65 Tb,1689.6
National Publisher Services LLC,Communication Services,Media,United States,Authentication & Credential Data,"Jun 25, 2024",715 Gb,715
National Publisher Services LLC,Communication Services,Media,United States,Personal Identifiable Information,"Jun 25, 2024",715 Gb,715
National Publisher Services LLC,Communication Services,Media,United States,Financial & Payment Data,"Jun 25, 2024",715 Gb,715
National Publisher Services LLC,Communication Services,Media,United States,Corporate & Business Data,"Jun 25, 2024",715 Gb,715
National Publisher Services LLC,Communication Services,Media,United States,Communication & Social Data,"Jun 25, 2024",715 Gb,715
Elite Limousine Plus Inc,Consumer Discretionary,Passenger Vehicles,United States,Authentication & Credential Data,"Jun 25, 2024",1.8 Tb,1843.2
Elite Limousine Plus Inc,Consumer Discretionary,Passenger Vehicles,United States,Personal Identifiable Information,"Jun 25, 2024",1.8 Tb,1843.2
Elite Limousine Plus Inc,Consumer Discretionary,Passenger Vehicles,United States,Financial & Payment Data,"Jun 25, 2024",1.8 Tb,1843.2
Elite Limousine Plus Inc,Consumer Discretionary,Passenger Vehicles,United States,Corporate & Business Data,"Jun 25, 2024",1.8 Tb,1843.2
Elite Limousine Plus Inc,Consumer Discretionary,Passenger Vehicles,United States,Communication & Social Data,"Jun 25, 2024",1.8 Tb,1843.2
Elite Limousine Plus Inc,Consumer Discretionary,Passenger Vehicles,United States,Intellectual Property (IP) & Research Data,"Jun 25, 2024",1.8 Tb,1843.2
Better Business Bureau,Consumer Discretionary,Consumer Services,United States,Financial & Payment Data,"Jun 25, 2024",1.2 Tb,1228.8
Better Business Bureau,Consumer Discretionary,Consumer Services,United States,Corporate & Business Data,"Jun 25, 2024",1.2 Tb,1228.8
Better Business Bureau,Consumer Discretionary,Consumer Services,United States,Intellectual Property (IP) & Research Data,"Jun 25, 2024",1.2 Tb,1228.8
Better Business Bureau,Consumer Discretionary,Consumer Services,United States,Authentication & Credential Data (if passwords were included in the CFO's PC files),"Jun 25, 2024",1.2 Tb,1228.8
Better Business Bureau,Consumer Discretionary,Consumer Services,United States,Communication & Social Data,"Jun 25, 2024",1.2 Tb,1228.8
US Dermatology Partners,Health Care,Health Care Providers & Services,United States,Authentication & Credential Data,"Jun 21, 2024",300 Gb,300
US Dermatology Partners,Health Care,Health Care Providers & Services,United States,Financial & Payment Data,"Jun 21, 2024",300 Gb,300
US Dermatology Partners,Health Care,Health Care Providers & Services,United States,Corporate & Business Data,"Jun 21, 2024",300 Gb,300
US Dermatology Partners,Health Care,Health Care Providers & Services,United States,Personal Identifiable Information,"Jun 21, 2024",300 Gb,300
Nikolaus & Hohenadel,Financials,Financial Services,United States,Authentication & Credential Data,"Jun 20, 2024",388 Gb,388
Nikolaus & Hohenadel,Financials,Financial Services,United States,Personal Identifiable Information (PII),"Jun 20, 2024",388 Gb,388
Nikolaus & Hohenadel,Financials,Financial Services,United States,Financial & Payment Data,"Jun 20, 2024",388 Gb,388
Nikolaus & Hohenadel,Financials,Financial Services,United States,Medical & Health Records (PHI),"Jun 20, 2024",388 Gb,388
Nikolaus & Hohenadel,Financials,Financial Services,United States,Corporate & Business Data,"Jun 20, 2024",388 Gb,388
Nikolaus & Hohenadel,Financials,Financial Services,United States,Communication & Social Data,"Jun 20, 2024",388 Gb,388
MAH Machine,Industrials,Industrial Conglomerates,United States,Authentication & Credential Data,"Jun 20, 2024",227 Gb,227
MAH Machine,Industrials,Industrial Conglomerates,United States,Financial & Payment Data,"Jun 20, 2024",227 Gb,227
MAH Machine,Industrials,Industrial Conglomerates,United States,Corporate & Business Data,"Jun 20, 2024",227 Gb,227
MAH Machine,Industrials,Industrial Conglomerates,United States,Intellectual Property (IP) & Research Data,"Jun 20, 2024",227 Gb,227
MAH Machine,Industrials,Industrial Conglomerates,United States,Communication & Social Data,"Jun 20, 2024",227 Gb,227
Critchfield & Johnston,Financials,Financial Services,United States,Authentication & Credential Data,"Jun 20, 2024",4.7 Tb,4812.8
Critchfield & Johnston,Financials,Financial Services,United States,Personal Identifiable Information (PII),"Jun 20, 2024",4.7 Tb,4812.8
Critchfield & Johnston,Financials,Financial Services,United States,Financial & Payment Data,"Jun 20, 2024",4.7 Tb,4812.8
Critchfield & Johnston,Financials,Financial Services,United States,Medical & Health Records (PHI),"Jun 20, 2024",4.7 Tb,4812.8
Critchfield & Johnston,Financials,Financial Services,United States,Corporate & Business Data,"Jun 20, 2024",4.7 Tb,4812.8
Critchfield & Johnston,Financials,Financial Services,United States,Government & Military Data,"Jun 20, 2024",4.7 Tb,4812.8
Critchfield & Johnston,Financials,Financial Services,United States,Communication & Social Data,"Jun 20, 2024",4.7 Tb,4812.8
Critchfield & Johnston,Financials,Financial Services,United States,System & Infrastructure Data,"Jun 20, 2024",4.7 Tb,4812.8
Clinica de Salud del Valle de Salinas,Health Care,Health Care Providers,United States,Authentication & Credential Data,"Jun 20, 2024",1.7 Tb,1740.8
Clinica de Salud del Valle de Salinas,Health Care,Health Care Providers,United States,Financial & Payment Data,"Jun 20, 2024",1.7 Tb,1740.8
Clinica de Salud del Valle de Salinas,Health Care,Health Care Providers,United States,Personal Identifiable Information (PII),"Jun 20, 2024",1.7 Tb,1740.8
Clinica de Salud del Valle de Salinas,Health Care,Health Care Providers,United States,Medical & Health Records (PHI),"Jun 20, 2024",1.7 Tb,1740.8
Clinica de Salud del Valle de Salinas,Health Care,Health Care Providers,United States,Corporate & Business Data,"Jun 20, 2024",1.7 Tb,1740.8
Clinica de Salud del Valle de Salinas,Health Care,Health Care Providers,United States,Communication & Social Data,"Jun 20, 2024",1.7 Tb,1740.8
Mountjoy,Industrials,Construction & Engineering,United Kingdom,Personal Identifiable Information,"Jun 13, 2024",0,0
Mountjoy,Industrials,Construction & Engineering,United Kingdom,Corporate & Business Data,"Jun 13, 2024",0,0
Mountjoy,Industrials,Construction & Engineering,United Kingdom,Intellectual Property (IP) & Research Data,"Jun 13, 2024",0,0
Mountjoy,Industrials,Construction & Engineering,United Kingdom,Financial & Payment Data,"Jun 13, 2024",0,0
Central Carolina Insurance Agency Inc.,Financials,Insurance,United States,Authentication & Credential Data,"Jun 13, 2024",500 Gb,500
Central Carolina Insurance Agency Inc.,Financials,Insurance,United States,Financial & Payment Data,"Jun 13, 2024",500 Gb,500
Central Carolina Insurance Agency Inc.,Financials,Insurance,United States,Corporate & Business Data,"Jun 13, 2024",500 Gb,500
Central Carolina Insurance Agency Inc.,Financials,Insurance,United States,Intellectual Property (IP) & Research Data,"Jun 13, 2024",500 Gb,500
Center for Digestive Health,Health Care,Health Care Providers & Services,United States,Authentication & Credential Data,"Jun 13, 2024",2.2 Tb,2252.8
Center for Digestive Health,Health Care,Health Care Providers & Services,United States,Financial & Payment Data,"Jun 13, 2024",2.2 Tb,2252.8
Center for Digestive Health,Health Care,Health Care Providers & Services,United States,Corporate & Business Data,"Jun 13, 2024",2.2 Tb,2252.8
Center for Digestive Health,Health Care,Health Care Providers & Services,United States,Medical & Health Records (PHI),"Jun 13, 2024",2.2 Tb,2252.8
Center for Digestive Health,Health Care,Health Care Providers & Services,United States,Intellectual Property (IP) & Research Data,"Jun 13, 2024",2.2 Tb,2252.8
Center for Digestive Health,Health Care,Health Care Providers & Services,United States,Communication & Social Data,"Jun 13, 2024",2.2 Tb,2252.8
Len Dubois Trucking,Industrials,Transportation,Canada,Authentication & Credential Data,"Jun 9, 2024",300 Gb,300
Len Dubois Trucking,Industrials,Transportation,Canada,Personal Identifiable Information,"Jun 9, 2024",300 Gb,300
Len Dubois Trucking,Industrials,Transportation,Canada,Financial & Payment Data,"Jun 9, 2024",300 Gb,300
Len Dubois Trucking,Industrials,Transportation,Canada,Corporate & Business Data,"Jun 9, 2024",300 Gb,300
Len Dubois Trucking,Industrials,Transportation,Canada,Intellectual Property (IP) & Research Data,"Jun 9, 2024",300 Gb,300
"GMJ & Co, Chartered Accountants",Financials,Financial Services,India,Authentication & Credential Data,"Jun 7, 2024",110 Gb,110
"GMJ & Co, Chartered Accountants",Financials,Financial Services,India,Personal Identifiable Information,"Jun 7, 2024",110 Gb,110
"GMJ & Co, Chartered Accountants",Financials,Financial Services,India,Financial & Payment Data,"Jun 7, 2024",110 Gb,110
"GMJ & Co, Chartered Accountants",Financials,Financial Services,India,Corporate & Business Data,"Jun 7, 2024",110 Gb,110
"GMJ & Co, Chartered Accountants",Financials,Financial Services,India,Communication & Social Data,"Jun 7, 2024",110 Gb,110
Western Saw Inc.,Industrials,Machinery,United States,Authentication & Credential Data,"Jun 2, 2024",990 Gb,990
Western Saw Inc.,Industrials,Machinery,United States,Financial & Payment Data,"Jun 2, 2024",990 Gb,990
Western Saw Inc.,Industrials,Machinery,United States,Corporate & Business Data,"Jun 2, 2024",990 Gb,990
Western Saw Inc.,Industrials,Machinery,United States,Intellectual Property (IP) & Research Data,"Jun 2, 2024",990 Gb,990
Western Saw Inc.,Industrials,Machinery,United States,Communication & Social Data,"Jun 2, 2024",990 Gb,990
Western Saw Inc.,Industrials,Machinery,United States,System & Infrastructure Data,"Jun 2, 2024",990 Gb,990
Northern Minerals Limited,Materials,Metals and Mining,Australia,Authentication & Credential Data,"Jun 2, 2024",0,0
Northern Minerals Limited,Materials,Metals and Mining,Australia,Personal Identifiable Information,"Jun 2, 2024",0,0
Northern Minerals Limited,Materials,Metals and Mining,Australia,Financial & Payment Data,"Jun 2, 2024",0,0
Northern Minerals Limited,Materials,Metals and Mining,Australia,Corporate & Business Data,"Jun 2, 2024",0,0
Northern Minerals Limited,Materials,Metals and Mining,Australia,Intellectual Property (IP) & Research Data,"Jun 2, 2024",0,0
Nutec Group,Industrials,Industrial Conglomerates,United States,Corporate & Business Data,"May 31, 2024",204 Gb,204
Nutec Group,Industrials,Industrial Conglomerates,United States,Intellectual Property (IP) & Research Data,"May 31, 2024",204 Gb,204
Nutec Group,Industrials,Industrial Conglomerates,United States,Communication & Social Data,"May 31, 2024",204 Gb,204
Panacea Healthcare Services,Financials,Insurance,United States,Authentication & Credential Data,"May 29, 2024",300 Gb,300
Panacea Healthcare Services,Financials,Insurance,United States,Personal Identifiable Information,"May 29, 2024",300 Gb,300
Panacea Healthcare Services,Financials,Insurance,United States,Financial & Payment Data,"May 29, 2024",300 Gb,300
Panacea Healthcare Services,Financials,Insurance,United States,Corporate & Business Data,"May 29, 2024",300 Gb,300
Panacea Healthcare Services,Financials,Insurance,United States,Communication & Social Data,"May 29, 2024",300 Gb,300
Optometric Physicians of Middle Tennessee,Health Care,Health Care Providers,United States,Authentication & Credential Data,"May 20, 2024",1.5 Tb,1536
Optometric Physicians of Middle Tennessee,Health Care,Health Care Providers,United States,Financial & Payment Data,"May 20, 2024",1.5 Tb,1536
Optometric Physicians of Middle Tennessee,Health Care,Health Care Providers,United States,Personal Identifiable Information,"May 20, 2024",1.5 Tb,1536
Optometric Physicians of Middle Tennessee,Health Care,Health Care Providers,United States,Medical & Health Records (PHI),"May 20, 2024",1.5 Tb,1536
Optometric Physicians of Middle Tennessee,Health Care,Health Care Providers,United States,Corporate & Business Data,"May 20, 2024",1.5 Tb,1536
Optometric Physicians of Middle Tennessee,Health Care,Health Care Providers,United States,Intellectual Property (IP) & Research Data,"May 20, 2024",1.5 Tb,1536
Optometric Physicians of Middle Tennessee,Health Care,Health Care Providers,United States,System & Infrastructure Data,"May 20, 2024",1.5 Tb,1536
Dragon Tax and Management INC,Financials,Financial Services,United States,Financial & Payment Data,"May 20, 2024",334 Gb,334
Dragon Tax and Management INC,Financials,Financial Services,United States,Personal Identifiable Information,"May 20, 2024",334 Gb,334
Dragon Tax and Management INC,Financials,Financial Services,United States,Corporate & Business Data,"May 20, 2024",334 Gb,334
Dragon Tax and Management INC,Financials,Financial Services,United States,Communication & Social Data,"May 20, 2024",334 Gb,334
Azteca Tax Systems,Information Technology,Software,United States,Authentication & Credential Data,"May 20, 2024",484 Gb,484
Azteca Tax Systems,Information Technology,Software,United States,Personal Identifiable Information,"May 20, 2024",484 Gb,484
Azteca Tax Systems,Information Technology,Software,United States,Financial & Payment Data,"May 20, 2024",484 Gb,484
Azteca Tax Systems,Information Technology,Software,United States,Corporate & Business Data,"May 20, 2024",484 Gb,484
Azteca Tax Systems,Information Technology,Software,United States,Communication & Social Data,"May 20, 2024",484 Gb,484
Bluebonnet Nutrition,Consumer Staples,Food Products,United States,Authentication & Credential Data,"May 17, 2024",2.6 Tb,2662.4
Bluebonnet Nutrition,Consumer Staples,Food Products,United States,Financial & Payment Data,"May 17, 2024",2.6 Tb,2662.4
Bluebonnet Nutrition,Consumer Staples,Food Products,United States,Corporate & Business Data,"May 17, 2024",2.6 Tb,2662.4
Bluebonnet Nutrition,Consumer Staples,Food Products,United States,Intellectual Property (IP) & Research Data,"May 17, 2024",2.6 Tb,2662.4
Romeo Pitaro Injury & Litigation Lawyers,Consumer Discretionary,Consumer Services,Canada,Personal Identifiable Information,"May 10, 2024",310 Gb,310
Romeo Pitaro Injury & Litigation Lawyers,Consumer Discretionary,Consumer Services,Canada,Financial & Payment Data,"May 10, 2024",310 Gb,310
Romeo Pitaro Injury & Litigation Lawyers,Consumer Discretionary,Consumer Services,Canada,Corporate & Business Data,"May 10, 2024",310 Gb,310
Romeo Pitaro Injury & Litigation Lawyers,Consumer Discretionary,Consumer Services,Canada,Communication & Social Data,"May 10, 2024",310 Gb,310
LT Business Dynamics,Financials,Financial Services,United States,Authentication & Credential Data,"May 6, 2024",920 Gb,920
LT Business Dynamics,Financials,Financial Services,United States,Financial & Payment Data,"May 6, 2024",920 Gb,920
LT Business Dynamics,Financials,Financial Services,United States,Corporate & Business Data,"May 6, 2024",920 Gb,920
LT Business Dynamics,Financials,Financial Services,United States,Intellectual Property (IP) & Research Data,"May 6, 2024",920 Gb,920
LT Business Dynamics,Financials,Financial Services,United States,Communication & Social Data,"May 6, 2024",920 Gb,920
"Pioneer Oil Company, Inc.",Energy,Energy,United States,Authentication & Credential Data,"Apr 30, 2024",800 Gb,800
"Pioneer Oil Company, Inc.",Energy,Energy,United States,Financial & Payment Data,"Apr 30, 2024",800 Gb,800
"Pioneer Oil Company, Inc.",Energy,Energy,United States,Corporate & Business Data,"Apr 30, 2024",800 Gb,800
"Pioneer Oil Company, Inc.",Energy,Energy,United States,Intellectual Property (IP) & Research Data,"Apr 30, 2024",800 Gb,800
"Pioneer Oil Company, Inc.",Energy,Energy,United States,Communication & Social Data,"Apr 30, 2024",800 Gb,800
Neurobehavioral Medicine Consultants,Health Care,Health Care Providers & Services,United States,Here is the data Client data.,"Apr 30, 2024",60 Gb,60
Neurobehavioral Medicine Consultants,Health Care,Health Care Providers & Services,United States,"Financial data.

Categories","Apr 30, 2024",60 Gb,60
GROWTH by NCRC,Financials,Asset Management,United States,Authentication & Credential Data,"Apr 26, 2024",830 Gb,830
GROWTH by NCRC,Financials,Asset Management,United States,Financial & Payment Data,"Apr 26, 2024",830 Gb,830
GROWTH by NCRC,Financials,Asset Management,United States,Corporate & Business Data,"Apr 26, 2024",830 Gb,830
GROWTH by NCRC,Financials,Asset Management,United States,Intellectual Property (IP) & Research Data,"Apr 26, 2024",830 Gb,830
"On Q Financial, LLC",Financials,Financial Services,United States,Authentication & Credential Data,"Apr 23, 2024",1 Tb,1024
"On Q Financial, LLC",Financials,Financial Services,United States,Financial & Payment Data,"Apr 23, 2024",1 Tb,1024
"On Q Financial, LLC",Financials,Financial Services,United States,Corporate & Business Data,"Apr 23, 2024",1 Tb,1024
"On Q Financial, LLC",Financials,Financial Services,United States,Intellectual Property (IP) & Research Data,"Apr 23, 2024",1 Tb,1024
"On Q Financial, LLC",Financials,Financial Services,United States,Communication & Social Data,"Apr 23, 2024",1 Tb,1024
Image Craft,Communication Services,Media,United States,Financial & Payment Data,"Apr 18, 2024",1.9 Tb,1945.6
Image Craft,Communication Services,Media,United States,Intellectual Property (IP) & Research Data,"Apr 18, 2024",1.9 Tb,1945.6
Image Craft,Communication Services,Media,United States,Personal Identifiable Information,"Apr 18, 2024",1.9 Tb,1945.6
Image Craft,Communication Services,Media,United States,Corporate & Business Data,"Apr 18, 2024",1.9 Tb,1945.6
B&B Electric Inc,Industrials,Industrial Conglomerates,United States,Authentication & Credential Data,"Apr 18, 2024",750 Gb,750
B&B Electric Inc,Industrials,Industrial Conglomerates,United States,Personal Identifiable Information,"Apr 18, 2024",750 Gb,750
B&B Electric Inc,Industrials,Industrial Conglomerates,United States,Financial & Payment Data,"Apr 18, 2024",750 Gb,750
B&B Electric Inc,Industrials,Industrial Conglomerates,United States,Corporate & Business Data,"Apr 18, 2024",750 Gb,750
B&B Electric Inc,Industrials,Industrial Conglomerates,United States,Intellectual Property (IP) & Research Data,"Apr 18, 2024",750 Gb,750
JE Owens & Company PA.,Energy,Energy Minerals,United States,Authentication & Credential Data,"Apr 18, 2024",204 Gb,204
JE Owens & Company PA.,Energy,Energy Minerals,United States,Personal Identifiable Information,"Apr 18, 2024",204 Gb,204
JE Owens & Company PA.,Energy,Energy Minerals,United States,Financial & Payment Data,"Apr 18, 2024",204 Gb,204
JE Owens & Company PA.,Energy,Energy Minerals,United States,Corporate & Business Data,"Apr 18, 2024",204 Gb,204
JE Owens & Company PA.,Energy,Energy Minerals,United States,Intellectual Property (IP) & Research Data,"Apr 18, 2024",204 Gb,204
Chambers Construction,Industrials,Construction & Engineering,United States,Authentication & Credential Data,"Apr 10, 2024",4.2 Tb,4300.8
Chambers Construction,Industrials,Construction & Engineering,United States,Financial & Payment Data,"Apr 10, 2024",4.2 Tb,4300.8
Chambers Construction,Industrials,Construction & Engineering,United States,Corporate & Business Data,"Apr 10, 2024",4.2 Tb,4300.8
Chambers Construction,Industrials,Construction & Engineering,United States,Communication & Social Data,"Apr 10, 2024",4.2 Tb,4300.8
Chambers Construction,Industrials,Construction & Engineering,United States,System & Infrastructure Data,"Apr 10, 2024",4.2 Tb,4300.8
Bira 91,Consumer Staples,"Food, Beverage & Tobacco",India,Authentication & Credential Data,"Apr 4, 2024",1.9 Tb,1945.6
Bira 91,Consumer Staples,"Food, Beverage & Tobacco",India,Financial & Payment Data,"Apr 4, 2024",1.9 Tb,1945.6
Bira 91,Consumer Staples,"Food, Beverage & Tobacco",India,Corporate & Business Data,"Apr 4, 2024",1.9 Tb,1945.6
Bira 91,Consumer Staples,"Food, Beverage & Tobacco",India,Intellectual Property (IP) & Research Data,"Apr 4, 2024",1.9 Tb,1945.6
Bira 91,Consumer Staples,"Food, Beverage & Tobacco",India,Communication & Social Data,"Apr 4, 2024",1.9 Tb,1945.6
Lieberman LLP,Financials,Financial Services,United States,Authentication & Credential Data,"Apr 1, 2024",150 Gb,150
Lieberman LLP,Financials,Financial Services,United States,Personal Identifiable Information,"Apr 1, 2024",150 Gb,150
Lieberman LLP,Financials,Financial Services,United States,Financial & Payment Data,"Apr 1, 2024",150 Gb,150
Lieberman LLP,Financials,Financial Services,United States,Corporate & Business Data,"Apr 1, 2024",150 Gb,150
Lieberman LLP,Financials,Financial Services,United States,Communication & Social Data,"Apr 1, 2024",150 Gb,150
Consolidated Benefits Resources,Financials,Insurance,United States,Authentication & Credential Data,"Apr 1, 2024",1.2 Tb,1228.8
Consolidated Benefits Resources,Financials,Insurance,United States,Personal Identifiable Information,"Apr 1, 2024",1.2 Tb,1228.8
Consolidated Benefits Resources,Financials,Insurance,United States,Financial & Payment Data,"Apr 1, 2024",1.2 Tb,1228.8
Consolidated Benefits Resources,Financials,Insurance,United States,Medical & Health Records (PHI),"Apr 1, 2024",1.2 Tb,1228.8
Consolidated Benefits Resources,Financials,Insurance,United States,Corporate & Business Data,"Apr 1, 2024",1.2 Tb,1228.8
Consolidated Benefits Resources,Financials,Insurance,United States,Communication & Social Data,"Apr 1, 2024",1.2 Tb,1228.8
Consolidated Benefits Resources,Financials,Insurance,United States,System & Infrastructure Data,"Apr 1, 2024",1.2 Tb,1228.8
Medall Healthcare Pvt Ltd.,Health Care,Health Care Equipment & Supplies,India,Authentication & Credential Data,"Mar 27, 2024",1.5 Tb,1536
Medall Healthcare Pvt Ltd.,Health Care,Health Care Equipment & Supplies,India,Financial & Payment Data,"Mar 27, 2024",1.5 Tb,1536
Medall Healthcare Pvt Ltd.,Health Care,Health Care Equipment & Supplies,India,Personal Identifiable Information (PII),"Mar 27, 2024",1.5 Tb,1536
Medall Healthcare Pvt Ltd.,Health Care,Health Care Equipment & Supplies,India,Medical & Health Records (PHI),"Mar 27, 2024",1.5 Tb,1536
Medall Healthcare Pvt Ltd.,Health Care,Health Care Equipment & Supplies,India,Corporate & Business Data,"Mar 27, 2024",1.5 Tb,1536
Medall Healthcare Pvt Ltd.,Health Care,Health Care Equipment & Supplies,India,Communication & Social Data,"Mar 27, 2024",1.5 Tb,1536
Medall Healthcare Pvt Ltd.,Health Care,Health Care Equipment & Supplies,India,System & Infrastructure Data,"Mar 27, 2024",1.5 Tb,1536
