Company Name,Visits,Data Size,Date,Link,Company Details
www.nikpol.com.au,46726,6GB,17/9/2024 20:13,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/0be8b1a5-cbee-465d-9296-c948140a2db8/,"Nikpol - Order online for delivery or click and collect in Australia. Supplier of decorative and hardware interior solutions for the Australian renovations, construction, RV and similar industries."
www.plumbersstock.com,46370,4GB,17/9/2024 20:12,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/1c054d14-8843-49f5-bad3-b3cad058e73e/,"PlumbersStock.com is a leading online retailer of plumbing supplies, tools, HVAC, sprinklers, and landscape products. Find great deals on brands like Delta, Moen, TOTO, Rainbird, and more."
www.taperuvicha.com,47731,12 GB,16/9/2024 15:42,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/a68029a5-d248-45b8-8262-bfea5f68b486/,"Tape RuvichaThey supply reliable and efficient high quality products and services. Committed to the needs of their customers. With the vision of being a leading company in the automotive and agricultural machinery market, offering a wide range of products and being a reference for the quality and professionalism of the human team.REPORT  ENE 24 - 1308.png14.18 KB"
capecodacademy.org,47044,616GB,13/9/2024 19:59,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/5fcd4631-6493-4131-9192-aee7afda3ef1/,"Cape Cod Academy cultivates academic excellence and fosters a passion for life-long learning. Our nurturing K-12 community is deeply rooted in our core values of scholarship, integrity, compassion, and respect. Empowered by meaningful relationships, students develop the intellectual and social skills to become confident, independent, and successful citizens."
www.8010urbanliving.com,50831,85 GB,16/9/2024 19:15,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/91756a95-0be8-42bf-8e58-e58e01e25c6a/,"80l10 Urban Livingis the most sophisticated concept of urban housing in Bogotá, designed to allow its exclusive tenants to enjoy a short, medium or long-term stay in the city.city.It consists of 21 apartments, with 1 or 2 bedrooms, each designed, built and furnished to the most exquisite standards of contemporary architecture and finished with artisan dedication to the smallest detail.It also offers magnificent social areas and cutting-edge technology in every corner to ensure maximum comfort and efficiency when working."
topdoctors.com,46670,40 GB,16/9/2024 18:12,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/1b9dfb57-0cbc-4d7c-a54d-80183a36f4ea/,"We have extracted the complete database of top doctors across all branches.This data encompasses patients information , insurance information, personal details, and sensitive  patients data.Impacted Branches:topdoctors.comtopdoctors.estopdoctors.mxtopdoctors.com.cotopdoctors.cltopdoctors.com.artopdoctors.co.uktopdoctors.ittopdoctors.com.saimage.png329.31 KBimage.png298.29 KB"
www.adantia.es,51312,27 GB,16/9/2024 18:02,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/70bf8efa-8977-4909-9e8c-49c8306c9531/,"AdantiaAdantia, s.l. is a company founded in 1995 which has as its main social purpose all those aspects related to the environment.Resumo 2023 V 2023 07 17.png96.63 KBHISTORIAL PRESTAMO ADANTIA-SIXTEMA.png46.78 KBGastos mes a mes 14.png29.36 KBSCAN2057_000.png243.89 KBSyS ABRIL.png66.05 KB"
www.faithfc.org,48557,78 GB,16/9/2024 17:38,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/ee8b302c-3f2c-41fe-9473-9b46779b3ac8/,"​Faith Family ChurchPastor Andy is the Senior Pastor of Faith Family Church. He spent 11 years in the USAF as a pilot and separated in 1988 to attend Rhema Bible Training Center in Broken Arrow, Oklahoma. He served six years on the pastoral staff of Rhema Bible Church before moving to Chandler to pioneer Faith Family Church in 1994.Debra served on the campaign of a U.S. presidential candidate as well as the Executive Assistant to the CEO of a billion dollar company. She also served in a multitude of ministries and caring positions within the local church. She is the Childcare Director for Life Christian Childcare at Faith Family Church.​"
www.tta.cls,49802,144 GB,16/9/2024 14:03,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/8c2a5718-ebef-4e2e-a9e3-ce697530bb1b/,"The Tax and Customs Tribunals(TTA) are legal, special and independent courts in the exercise of their functions, which have within their objectives to resolve taxpayers &apos; complaints against acts emanating from both the Internal Revenue Service (IIS) and the National Customs Service (SNA).20221125115446355_S. J. TRIBUTARIO Y ADUANERO DE LA REGION DEL LIBERTADOR.png160.18 KBEECC paris abril.png241.54 KBCopia de DISC- Hoja de Respuesta.png30.46 KBfallo c sup TEMUCO VOTO DISIDENTE ppprescripcion abandono juicio ejecutivo  cobro impuestos.png70.98 KB"
kryptonresources.com,47376,68 GB,16/9/2024 11:51,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/2c803c3a-62fa-445d-898f-63e3fa1f4c65/,"When Krypton was established on January 26, 1999 (formerly known as Krypton Industrial Resources), and flourished in the boom of the mining industry in the Philippines, our philosophy was simple. We wanted to aid industries in their need for more and better supplies and equipment.By offering superior quality products, we bridge world-class industrial needs and the Philippine Islands.   We engaged in Engineering Services and in importation, trading and general merchandising of Industrial consumables. We are focused in providing high quality & innovative industrial solutions in mining, irrigation, agriculture, laboratory, milling, refinery supplies, power generation and laboratories.For over 19 years, our philosophy remains the same. As we continue to grow, we cultivate opportunities, competence, and  development not only to our customers, but also to our employees as well.Dedicated to serve the community, Krypton has been one of the best providers of Industrial solutions all the way from mining, service, and food industries to educational institutions.Now based in the heart of the Queen City of the South, we, at Krypton, are only a stone’s throw away from catering to each and every need of our customers from every corner of the Philippine Islands.OCPhoto.744106819.130562.jpeg626.8 KBOCPhoto.744108163.169387.jpeg342.62 KBList of stolen personal data.PNG1 MBANNEX EA - Supplier's CONFIDENTIAL  STATEMENT FOR ELIGIBILITY.png103.03 KBCLIENTS KRYPTON INTERNATIONAL RESOURCES SALES AND SERVICES.png142.85 KBCompany Profile.png120.69 KB"
oipip.gda.pl,44129,53 GB,16/9/2024 11:22,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/74754830-4a2e-4e5a-a303-a0fae5ccd1cb/,"After the Round Table, together with the socio-political reform of 1989, the National Interim Organizing Committee of the Nurses and Małoz, as well as provincial committees, were established.As a result of intensive activities of committees across the country, on 19.04.1991. President Lech Wałęsa signed the Act on the local government of nurses and midwives. Thus, after several years of difficult struggle, an organization was created, the aim of which is to represent, and in difficult situations defend the interests of the professional environment.2023_RZECZNIK_.png15.94 KBOIPiP Gdańsk, woj. pomorskie.png86.2 KBProgram Kongresu POZ w dniu 5 maja 2016r.png40.77 KBUkrainki 04.2022.png28.61 KBUkrainki pomostowe.png36.55 KBwpis XI 2023.png39.76 KB"
lafuturasrl.it,44389,50GB+,10/9/2024 13:13,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/e89fc3da-3926-420a-bad5-042b8bb8f745/,"If you haven't noticed, we took all your files from your servers and left you a message for communication. The Files contain many gigabytes of confidential information: clients, companies, financial information and many more confidential documents (in total about 120,000 documents of different formats)If you do not contact us and do not pay us the agreed amount, we will start writing or calling your clients with evidence that we have documents related to them, I think there is no need to explain to you what this could mean for you and your reputation. If communication with your clients will not help, part of this database will go into the public domain and various scammers will begin to use it and some of your clients will suffer and YOU will be to blame for this,since the data leak occurred through your fault, you will face legal prosecution from the affected people through your fault. Also we will contact the media and provide some of the documents to them, your reputation will be trampled.anagrafica clienti.pdf18.16 KBDATI LAFUTURA SRL_2023.pdf188.06 KBDisdetta Vodafone.pdf1.07 MBGalotta Francesco F24 rata 1di 5 tasse scad.20.08.2018.pdf72.6 KBLa Futura IVA 2022 imposta 2021.pdf717.86 KBLa Futura Srl Visura 04.03.2024.pdf156.65 KBPolizza ass.ne Reale Mutua.pdf456.38 KB"
advantagecdc.org,45359,50 GB +,10/9/2024 13:04,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/44bab1c0-f37f-4ea1-86fb-cc36e080646e/,"Advantage CDC is an experienced SBA lender with a long history of successfully financing business expansion projects. The CDC was formed in January 1979 and has an active Board of Directors from government and private sector institutions, community organizations, and businesses, all of whom are committed to and supportive of the growth of small businesses in California. As a direct SBA lender in California, Advantage CDC also offers loan packaging and loan placement services throughout the country.If you haven't noticed, we took all your files from your servers and left you a message for communication. The Files contain many gigabytes of confidential information: clients, companies, financial information and many more confidential documents (in total about 120,000 documents of different formats)If you do not contact us and do not pay us the agreed amount, we will start writing or calling your clients with evidence that we have documents related to them, I think there is no need to explain to you what this could mean for you and your reputation. If communication with your clients will not help, part of this database will go into the public domain and various scammers will begin to use it and some of your clients will suffer and YOU will be to blame for this,since the data leak occurred through your fault, you will face legal prosecution from the affected people through your fault. Also we will contact the media and provide some of the documents to them, your reputation will be trampled.1~1~1~Report~FINAL.pdf687.67 KB1~a~Status of Portfolio.pdf60.99 KB03.01.24 Bank Statement.pdf124.87 KBAccount Statement (6.12.2024).pdf83.95 KBBowwer Invoice Whitter Car Wash.docx12.58 KBExhibit A (JZC signature)Loan Referral Fee Agreement 12-2-14.pdf94.78 KBInvoice.pdf61 KBKobernick Representation Letter - Advantage CDC -4.8.24.pdf243.49 KBPayrollSummary~All Team Members.pdf36.91 KBProject Financing Scenario~El Cajon~Ila Gomez.pdf11.24 KB"
accuraterailroad.com,44778,45GB,10/9/2024 12:28,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/f697c082-dc63-41b7-afe8-a324b251c8ee/,"Accurate Railroad Construction Ltd. Is a privately held corporation in Bolton, Ontario.If you haven't noticed, we took all your files from your servers and left you a message for communication. The Files contain many gigabytes of confidential information: clients, companies, financial information, projects and many more confidential documents (in total about 120,000 documents of different formats)240816-Hotel Villa-$ 190.39-Derek Vaughan-Aug 15,2024.pdf336.04 KBBlue Sky Rental (Mobilinx ex rental) 20231222.pdf135.52 KBcheque1.pdf178.99 KBEquifax Commercial Information - Receipt - Order #374389 October 24th, 2023.pdf3.38 MBFINTRAC_Form_vMAY2021 - TELPAY  10192022.pdf464.22 KBGreg Machado - Aug 4 - 10, 2024.pdf110.92 KBJuly 19, 2024 -WO_07232024135009.PDF766.42 KBMay 13-May 18 2024.xls43.5 KBNational Bank - CAD - February 2024.pdf132.21 KB"
www.atlcc.net,44108,124 GB,7/9/2024 10:57,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/08915c66-7386-46cd-91a5-cabf61b90ae3/,2024-03-28 Distribution History.pdf410.03 KB2024-07 Financials.pdf633.58 KB20221026_Short Form Agmt_Eli Whitney.pdf423.82 KBemployee_census_field.xlsx26.57 KBNebraska Tax Forms.pdf218.26 KBParticipantInvestmentAccountValuesAsOf03-02-2021.pdf15.93 KB
www.southeasternretina.com,44686,500gb,12/9/2024 20:34,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/80150a77-2d78-4832-85b9-7a6ebf0eb12f/,"Since 1980, Southeastern Retina Associates has offered the most advanced surgical, injection and medical approaches to patients with all types of retinal conditions, including age-related macular degeneration (AMD), retinal detachment, diabetic retinopathy, macular diseases, retinal vascular diseases, ocular tumors, and ocular trauma. Our compassionate retina specialists combine cutting-edge science with a patient-centric philosophy to get the best possible outcomes."
mechdyne.com,45983,700 gb,12/9/2024 8:12,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/6ebeab8d-1c23-43df-b2d4-184013ec7e58/,"Mechdyne partners with organizations to remove roadblocks, improving productivity and profitability.Our innovative solutions and services enable discovery, collaboration, and enhanced decision-making.Capture.PNG373.74 KBCapture3.PNG139.68 KBCapture4.PNG149.29 KBCapture5.PNG137.7 KBCapture2.PNG138.71 KB"
thornton-inc.com,47831,100GB,12/9/2024 8:10,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/8bf05c5d-eeb8-4067-ad0d-9c2e4302e5b4/,"Thornton Construction Company, Inc. has been a leading contractor and construction manager in Florida for 25 years. Offering personalized and professional service in a cost effective and timely manner without sacrificing quality.THORNTON_1.png102.32 KBTHORNTON_3.png756.07 KBTHORNTON_4.png323.93 KBTHORNTON_5.png486.37 KBTHORNTON_6.png117.62 KBTHORNTON_2.png1.31 MB"
allamericanpoly.com,47488,500gb,10/9/2024 17:10,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/2a21c2a7-7b71-4ab7-8454-2acc7ecb8a4b/,"We began as a small family business. Just a handful of employees, one manufacturing site in New Jersey and a collective desire to make something great.Since then, we’ve grown to become the largest, privately-held polyethylene extruder in the U.S. with over 400 employees, 3 manufacturing facilities and numerous distribution centers strategically placed across the country.Throughout all aspects of our business, we view our employees, customers, suppliers, and communities as partners, following our pledge: For the Poly, by the People.Much of what is described above is not true. Organizations do not care about corporate ethics, they do not value their reputation. The company does not keep up with the times and has not protected its data and its network.Starting from 2010 to 2024, employees, clients, suppliers and partners will be published in this blog. All contracts, all connections, all purchases will be here.Documents of the HR department (personal data of employees and management)Documents of the procurement and sales department (Contracts, supplies, partnership programs)Documents with state companies (purchase and sales)Accounting docs (bookkeeping, tax evasion, expenses)Technical documentationThis database contains more than 1 million lines of clean documents (pdf doc docx xlsx)"
www.vinatiorganics.com,47741,233 GB,10/9/2024 8:45,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/97e2297f-65aa-4fb6-8209-76991b9663ae/,"World’s largest manufacturer of IBB and ATBS, Vinati Organics Limited (VOL) blends innovation with chemistry to deliver value-added products to its varied clientele.1.PNG188.31 KB3.PNG112.61 KB2.PNG177.72 KB5.PNG235.92 KB6.PNG87.47 KB4.PNG52.76 KBWe are a leading manufacturer of specialty chemical and organic intermediaries with a sustained market presence spanning over 35 countries in the world. Since our inception in 1989, we have evolved from being a single product manufacturer to an integrated business, offering a wide range of products to some of the largest industrial and chemical companies across US, Europe and Asia."
americagraphics.com,49341,15GB,6/9/2024 20:26,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/ce217bb1-b6fe-405c-a0d7-5e9b0f297118/,"America Graphics Services for your Business signs, designs, marketing & visual needs. We are the US best fast and highest Graphics and Signs provider. AmericaGraphics.com website caters to service the creative business & individual visual design project needs. America Graphics team makes it easy for designers and clients to connect to transform their imagination into reality.The story of America Graphics, United States top best fast sign and graphic design manufactruring agency; Our team has been serving the global graphic design and printing market for over 15 years. We have been helping individuals & business owners grow with our design products and services. From a creative US based graphic designing agency, we have grown to a well-reputed brand worldwide with the talent, hardwork and dedication of each member of our team. We are proud to have the most skilled and experienced Art directors, Graphic Design Artists, Production, Customer Services and fulfillment staff on the continent.What makes us unique - We strive for perfection. Our team delivers 100% on each project, no matter how big or small it is. Our designers use their creative freedom to the fullest to provide the best possible results for maximum client satisfaction. We treat every project as a challenge to uphold our well-known reputation.Our brand values & beliefs - America graphics aims to provide resources and support to clients who strive to turn their ideas into reality. As we do not compromise on quality with any projects, clients keep coming for more. Small budgets never stand in our way of big ideas. We offer a platform that allows working with people who support and encourage you.The customers we serve - Our customers are passionate, smart & full of ideas. We incorporate with our clients to produce the best results. The America Graphics team has helped over 62,000 clients in the U.S. alone, with 100% satisfaction.Mission - Our success is proportionate to how well we satisfy our clients and help them grow, not by the profit margin. We aim to provide quality graphic design services to everyone. We want to grow with you by helping your business thrive. America graphics plans to deliver quality designs to every corner of the globe and take designing to a new height.We cut out the middleman & save you money - Unlike others, America Graphics offers a large package of products to customers independently. We do not depend on other suppliers for our raw materials. America Graphics has its supply chain & team of professionals to deliver you cutting the middleman and ultimately saving you money.Material & design - We want to create new standards in material & design. That is why we try our best to use recyclable materials for our products as much as possible. America Graphics tries its best to support the environment & encourages its customers to do the same.In terms of design, America design is one of the most critical networks for anyone that cares about design. Our design team collaborates with clients to create a custom piece of art that suits their requirements best. Every project is crafted as a masterpiece to keep up with our standards.Behind the Scenes - For every custom order, our designers spend a considerable time mind mapping and brainstorming for the best ideas. Graphics designing is a robust and complicated job. Our designers handle pressure professionally.America Graphics Strength and Motivation Begin with1 Million+ designs4,700+ companies that trusted us62,000+ U.S. based target audiences who encourage us to advanceOnboard top Art Directors and Designers in the NationSate of the art equipmentdesign-agency.jpg164.87 KBScreenshot_1.png127.32 KB(1, 'americag', 'americag', 'admin@americagraphics.com', 'americag', '818916f8b9e06ba9723d66585e5e0d0f0f7389f160349e2987055916d0e1a43d:kSnKfGrWtTYA38N3FV93PIWNz6T6rN26:3_32_2_67108864', '2020-02-25 18:04:10', '2024-03-04 16:02:06', '2024-03-04 16:02:06',(3, 'Sam', 'Sobh', 'sam@americagraphics.com', 'DVTECH3', '886378630fe3e4023c96c98791912b9a43d3299bbdb016cff920834eccf18e78:YeuSdLbXl58Yypo0ZzPxSzeeCAkrOT3T:1', '2020-04-16 14:51:33', '2023-11-09 09:57:52', '2020-11-08 16:31:42',(4, 'Sam', 'Sobh', 'sam_sobh05@yahoo.com', 'Update', '46bff84dcd030a548435d3abd93988c32689deb251b537280489a70d27b61839:fKHidK3G9Jrm33zQCIEc3HZIhqYm9wA0:3_32_2_67108864', '2020-04-17 15:21:27', '2023-04-30 16:20:33', '2023-04-30 04:11:38',"
www.avf-biomedical.com,48312,31 GB,9/9/2024 15:04,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/4215ba13-b6b6-4fce-9012-b3ef16112c3f/,Location de terrains et d’autres biens immobilierspic_AVT(4).png177.13 KBpic_AVT(5).png152.93 KBpic_AVT(6).png186.97 KBpic_AVT(7).png86.71 KB
www.bsg.com.au,44415,79 GB,9/9/2024 15:02,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/152b8b57-b430-4083-95e1-5cfe8144581a/,"BSG was established by the Lever family and is well known throughout the Australasian leisure and hospitality industry. BSG was founded by Keith Lever with a modest beginning, being operated from under his family home. In 1977 his son Dennis along with wife Pam were handed the baton, dedicating over three decades to growing the business from a back yard operation to a multifaceted business. Today, BSG remains owned and operated by the Lever familypic_1.PNG125.64 KBpic_2.PNG801.03 KBpic_3.PNG96.15 KBpic_6.PNG50.9 KB"
www.unige.it,49294,18 GB,9/9/2024 14:32,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/96a05705-f7c7-4d7d-85f9-c88742010ab1/,The University of Genoa helps you with guidance services from high school to job placement.pic_NT-DIMA_2.png71.03 KBpic_NT-DIMA_5.png150.56 KB
cardiovirginia.com,45870,1TB,7/9/2024 15:47,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/ba8e9bdc-529e-4fd5-bd57-8e2c268cff14/,https://www.zoominfo.com/c/cardiology-of-virginia/353992365File listing Part#1 Download URL:  https://upload.disroot.org/r/bCJTh4XS#kw4Fk/ab0RRYaZUWXvgZXvA+uZ8/KOi+T8+CilGs++c=For bulk archive and confidential data analyzes trough our own private AI contact us trough TOX ID: 3AEE5B6DA78249BE31ADA0D1DBF9B4FADBCCA3999C7E28F005D9C9599B59EC1EE4FEF5F617D4
briedis.lt,49816,10GB,5/9/2024 18:49,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/d9f40611-32a3-439c-ae3a-214ccebd20ac/,"Start - in the mapsin 1989 The publishing house ""Briedis"" was founded - the pioneer of cartographic publishing in the restored state of Lithuania. in 1990 orienteering and the first tourist maps were published. Professionally prepared informative maps have attracted huge attention of users. And the trotting moose in the corner of the maps suddenly became a name...Specialization - school publishingAlready in 1994 ""Briedis"" publishing house started preparing publications for schools - original atlases and maps were prepared for the first time in post-Soviet times. Over time, various textbooks, atlases, exercise books, additional teaching aids, assignments, notes for high school exams for the subjects of history, geography, physics, natural science education, and biology have been published. Most of them are prepared by Lithuanian authors: scientists, highly qualified teachers.Didactic consistency - series of textbooksThe publishing house is constantly expanding its activities, preparing new projects, consistently publishing series of textbooks. History teaching tools project ""Time"", geography - ""Earth"", physics - ""Spectrum"", science education ""Eureka!"", biology - ""BIOS"", elementary education - ""Plus"".An important place in the list of publications is occupied by non-disposable teaching aids: maps for various purposes, their sets, posters, models, devices for laboratory work, everything that may be needed to ensure a quality educational process.The mission is innovative and responsible educationBriedis publishing house is one of the few Lithuanian publishing houses that specializes in publishing original publications (created in the publishing house, in a Lithuanian environment, by Lithuanian authors). There is an interest in didactic innovations in Western Europe, so in the textbooks you will always find a versatile methodological apparatus and a harmonious relationship between text and illustrative material adapted to the country's context. The importance of the quality of educational content is perceived, the greatest attention is paid to it, Lithuanian teachers have noticed and appreciate this.The publishing house ""Briedis"" cooperates with various foundations, educational centers, and organizes qualification seminars for pedagogues. The publishing house has an educational center. Since 1997 information publications and catalogs of individual educational subjects are published every year, reaching all schools and educational centers in Lithuania. They present all the news in detail, as well as the price list of the publications.Briedis actively cooperates with foreign publishing houses. School atlases, posters, maps of history and geography prepared and translated by us are used by Latvian and Estonian schoolchildren.Our vision is the growth of societyPublishing books and textbooks is perceived as a great responsibility and duty to society. We have the opportunity to allow something that would enrich our society, make it more critical, more enlightened, which would more clearly assess its position as a small country surrounded by large neighbors. Therefore, historical, military, and educational books are published, the aim is to translate books of enduring and scientific value into Lithuanian, and to find prominent authors.K. Mickevičiaus leidykla „Briedis“ įgyvendina projektą „MVĮ skaitmeninimas“.Projekto tikslas – K. Mickevičiaus leidykla „Briedis“ elektroninės parduotuvės pardavimo sandorių sudarymo sprendimų diegimas, siekiant persiorientuoti į produktų skaitmeninimą, produktų elektroninę prekybą ir pristatymą.Projekto trukmė 2023-09–2025-05.Bendra projekto vertė 24310,40 Eur, iš kurių 12155,20 Eur finansuojama Europos Sąjungos fondų lėšomis.img.png16.02 KB(9, 'Andrius', 'Beniusis', 'andrius@meta-solutions.lt', 'Andrius', 'd25e8f6035b6405396ffcd85d3ad386cda0b849228e121610eb67e1fe5b08a20:MxstbrT2lEIHQBX5fYqIobNHzya1joha:3_32_2_67108864', '2023-11-05 18:30:58', '2024-09-05 13:53:15', '2024-09-05 12:53:23',(10, 'Auguste', 'Auguste911', 'augustemaciulytee@gmail.com', 'Auguste', '27be42776468752fb637f14946462b8fe731f93c917ea83adf10fd28d1fac3b5:TI6dGhp8quaw3E0PsUxqowp5LsKwxSkx:3_32_2_67108864', '2023-11-09 09:26:22', '2024-06-13 07:18:48', '2024-01-02 19:55:51',(11, 'Milan', 'Cvetkovic', 'milan.cvetkovic82@gmail.com', 'milan', '696ecfeb6e12456a73dd6f0f4549b87bc6378aad4c9a757309787ac2defe5042:5H3UxCNjaptIoqyWXFCK8Rhc965vbfB9:3_32_2_67108864', '2024-05-14 21:15:06', '2024-09-04(12, 'info@briedis.lt', 'info@briedis.lt', 'info@briedis.lt', 'info@briedis.lt', 'c1ce2c1b740291735dbafacce5c0a8acd83808b3380643e236a526d0d425620e:pS7FjNg39sZvbwfKntEV6BrKiHvkuwQg:3_32_2_67108864', '2024-06-13 07:20:58', '2024-09-05 07:13:57', '2024-09-05 07:13:57', 26, 0, 1, 'null', NULL, NULL, 'en_US', 0, NULL, NULL, NULL),(13, 'andrius@briedis.lt', 'andrius@briedis.lt', 'andrius@briedis.lt', 'andrius@briedis.lt', '753dda796899a004fa80090f828408771060a22e713ca47c7bd1a1c4bdb6edef:ts9GtcwKThhmQoK7LuRV9OVykepM5W7z:3_32_2_67108864', '2024-06-13 07:26:09', '2024-08-23 12:31:38', '2024-08-23 12:31:38',(14, 'Jolanta.grepiene@briedis.lt', 'Jolanta.grepiene@briedis.lt', 'Jolanta.grepiene@briedis.lt', 'Jolanta.grepiene@briedis.lt', '7a317c6ee762ef780d416269e7b5f5933910c82e781053a79d3f454eae1c60f4:tmQugRWliSGNlHIsyRGSgfIHtZpxoJiq:3_32_2_67108864', '2024-06-13 07:26:57', '2024-09-03 14:15:40', '2024-09-03 14:15:40',"
tri-tech.us,48881,57GB,5/9/2024 19:53,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/f0b84476-a254-4ce3-8bbe-f0ea55444d7e/,"Tri-Tech Engineering provides quality professional engineering and design services for Plumbing, Mechanical, Electrical and Structural projects, in addition to LEED program management, Energy Study, Commissioning and Investigative/Forensics services. We set ourselves apart by integrating the latest technology with old-fashioned work ethics and business integrity.Established in1977, Tri-Tech Associates Inc. has been operated by shareholders committed to business integrity. Our values are founded on Biblical principles, which we follow as we establish client, vendor, and employee relationships."
cbt-gmbh.de,45224,263GB,5/9/2024 19:38,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/bc76f99d-05c3-418f-989f-76468dfe9818/,Die CBT - Caritas-Betriebsführungs- und Trägergesellschaft mbH wurde 1979 gegründet.Gesellschafter sind der Diözesan-Caritasverband für das Erzbistum Köln e.V. und das Erzbistum Köln.
inorde.com,49579,102GB,5/9/2024 19:54,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/f98b2264-0255-4dc8-ba25-03b9f0ad8752/,"O Instituto Ourensán de Desenvolvemento Económico, como organismo autónomo dependente da Deputación de Ourense, pretende ofrecer a través desta páxina web toda a información relativa ao mesmo para facilitar o coñecemento sobre os proxectos  que desenvolvemos a prol dos concellos da provincia e dos seus sectores produtivos."
cps-k12.org,50867,177GB,5/9/2024 19:50,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/362b91ff-146c-4347-ae5d-193cb502fe30/,Cincinnati Public Schools is Greater Cincinnati's largest school district and Ohio's third largest.
Inglenorth.co.uk,46973,62GB,5/9/2024 19:48,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/85266b63-7490-458f-8bf8-3f2ad5cab761/,"Inglenorth have years of experience in site management, demolition and recycling. Our dedication to safety, whilst providing a cost efficient service, makes us the number one choice in the Northwest and beyond."
phdservices.net,46372,169GB,5/9/2024 19:43,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/f79ca71c-dc48-4dde-b2bf-e5e07ffc600d/,"Established in 1962, PHD Services is a women-owned and operated facility services provider headquartered in Illinois. With a rich legacy spanning over six decades, we have grown from a local enterprise to a regional leader, serving clients across the US. We provide a comprehensive range of support services that includes professional cleaning, facility support, grounds maintenance, and supply chain solutions. Our commitment to excellence and client satisfaction has solidified our position as a trusted partner in facility management and support services."
kawasaki.eu,49095,487GB,5/9/2024 19:41,http://ransomxifxwc5eteopdobynonjctkxxvap77yqifu2emfbecgbqdw6qd.onion/a7d859dc-f486-455b-ba80-174a65bd47b0/,"In 1963, Kawasaki and Meguro merged to form Kawasaki Motorcycle Co., Ltd.Kawasaki has introduced a number of historically renowned motorcycles, including the ""H1,"" ""Z1"" and ""GPz900R"" utilizing its development/production know-how for aircraft engines, since it first began manufacturing motorcycle engines in 1953.The motorcycle department has expanded its range of products while accurately meeting market needs, and has contributed to the enhancement of the overall Kawasaki brand reputation."
