Company Name,Visits,Data_Volume,Date,Type_of_Data_Stolen,Sector,Industry_Group,Country_of_Origin,Data_Volume_GB
trulysmall.com,39307,*GB,7/10/2024,Personal Identifiable Information (PII),Information Technology,Software,Canada,0.0
trulysmall.com,39307,*GB,7/10/2024,Financial & Payment Data,Information Technology,Software,Canada,0.0
trulysmall.com,39307,*GB,7/10/2024,Corporate & Business Data,Information Technology,Software,Canada,0.0
autodoc.pro,40787,?,7/10/2024,Corporate & Business Data,Consumer Discretionary,Auto Components,Germany,0.0
canstarrestorations.com,39557,12GB,5/10/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Canada,12.0
omniboxx.nl,41083,500 GB,4/10/2024,Corporate & Business Data,Information Technology,Software,Netherlands,500.0
omniboxx.nl,41083,500 GB,4/10/2024,System & Infrastructure Data,Information Technology,Software,Netherlands,500.0
kleberandassociates.com,39966,145GB,4/10/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,United States,145.0
releese.io,40989,?,4/10/2024,Corporate & Business Data,Information Technology,Software,Canada,0.0
winwinza.com,40204,*GB,4/10/2024,Corporate & Business Data,Communication Services,Media & Entertainment,Myanmar,0.0
rollxvans.com,43707,60GB,2/10/2024,Personal Identifiable Information (PII),Consumer Discretionary,Specialty Retail,United States,60.0
rollxvans.com,43707,60GB,2/10/2024,Financial & Payment Data,Consumer Discretionary,Specialty Retail,United States,60.0
ironmetals.com,40958,30GB,2/10/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Germany,30.0
domainindustries.com,42272,35GB,2/10/2024,Corporate & Business Data,Consumer Discretionary,Home Improvement Retail,United States,35.0
bypeterandpauls.com,40983,120GB,2/10/2024,Corporate & Business Data,Consumer Discretionary,"Hotels, Restaurants & Leisure",Canada,120.0
mccartycompany.com,41338,69GB,2/10/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,United States,69.0
markdom.com,45987,160GB,29/9/2024,Corporate & Business Data,Industrials,Auto Components,Canada,160.0
rockymountaingastro.com,43497,200gb,28/9/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,200.0
www.contegritygroup.com,43746,150GB,28/9/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,150.0
www.naniwa-pump.co.jp,44268,31 GB,26/9/2024,Corporate & Business Data,Industrials,Machinery,Japan,31.0
www.vbrlogistica.com.br,43750,160 GB,26/9/2024,Corporate & Business Data,Industrials,Air Freight & Logistics,Brazil,160.0
www.vbrlogistica.com.br,43750,160 GB,26/9/2024,System & Infrastructure Data,Industrials,Air Freight & Logistics,Brazil,160.0
www.careco.se,46102,110 GB,26/9/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Sweden,110.0
www.tokiwa-group.co.jp,45940,87 GB,26/9/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Japan,87.0
www.law-taxes.pl,47117,290 GB,26/9/2024,Personal Identifiable Information (PII),Financials,Diversified Financial Services,Poland,290.0
www.law-taxes.pl,47117,290 GB,26/9/2024,Financial & Payment Data,Financials,Diversified Financial Services,Poland,290.0
www.law-taxes.pl,47117,290 GB,26/9/2024,Medical & Health Records (PHI),Financials,Diversified Financial Services,Poland,290.0
www.law-taxes.pl,47117,290 GB,26/9/2024,Corporate & Business Data,Financials,Diversified Financial Services,Poland,290.0
appweb.usinacoruripe.com.br,43294,50GB,24/9/2024,Corporate & Business Data,Consumer Staples,Food Products,Brazil,50.0
gsdwi.org,39253,148GB,24/9/2024,Personal Identifiable Information (PII),Consumer Discretionary,Consumer Services,Germany,148.0
gsdwi.org,39253,148GB,24/9/2024,Financial & Payment Data,Consumer Discretionary,Consumer Services,Germany,148.0
tellurianinc.org,48971,*GB,14/9/2024,Corporate & Business Data,Energy,"Oil, Gas & Consumable Fuels",United States,0.0
tellurianinc.org,48971,*GB,14/9/2024,Intellectual Property (IP) & Research Data,Energy,"Oil, Gas & Consumable Fuels",United States,0.0
tellurianinc.org,48971,*GB,14/9/2024,Financial & Payment Data,Energy,"Oil, Gas & Consumable Fuels",United States,0.0
bakpilic.com.tr,44518,600GB,23/9/2024,Corporate & Business Data,Materials,Construction Materials,Turkey,600.0
Acho.io,44272,*GB,21/9/2024,Authentication & Credential Data,Information Technology,Software,Germany,0.0
Acho.io,44272,*GB,21/9/2024,Corporate & Business Data,Information Technology,Software,Germany,0.0
Acho.io,44272,*GB,21/9/2024,System & Infrastructure Data,Information Technology,Software,Germany,0.0
savannahcandy.com,46252,22GB,21/9/2024,Corporate & Business Data,Consumer Discretionary,Restaurants,United States,22.0
virainsight.com,42091,2.72TB,18/9/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,United States,2785.28
aroma.com.tr,45434,500GB,20/9/2024,Corporate & Business Data,Consumer Staples,Beverages,Turkey,500.0
rarholding.com,46587,62GB,19/9/2024,Corporate & Business Data,Materials,Chemicals,Austria,62.0
advbe.com,46370,122GB,19/9/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,France,122.0
libertyfirstcu.com,42263,254GB,19/9/2024,Personal Identifiable Information (PII),Financials,Banks,United States,254.0
libertyfirstcu.com,42263,254GB,19/9/2024,Financial & Payment Data,Financials,Banks,United States,254.0
avl1.com,47195,268 gb,19/9/2024,Personal Identifiable Information (PII),Information Technology,IT Services,United States,268.0
avl1.com,47195,268 gb,19/9/2024,Corporate & Business Data,Information Technology,IT Services,United States,268.0
ringpower.com,40511,371 gb,18/9/2024,Corporate & Business Data,Industrials,Machinery,United States,371.0
www.galloway-macleod.co.uk,39566,120GB,18/9/2024,Corporate & Business Data,Consumer Staples,Packaged Foods & Meats,United Kingdom,120.0
www.galloway-macleod.co.uk,39566,120GB,18/9/2024,System & Infrastructure Data,Consumer Staples,Packaged Foods & Meats,United Kingdom,120.0
www.quenotedeporten.com,48972,50 GB,28/8/2024,Personal Identifiable Information (PII),Financials,Diversified Financial Services,Argentina,50.0
www.quenotedeporten.com,48972,50 GB,28/8/2024,Financial & Payment Data,Financials,Diversified Financial Services,Argentina,50.0
www.quenotedeporten.com,48972,50 GB,28/8/2024,Corporate & Business Data,Financials,Diversified Financial Services,Argentina,50.0
www.nikpol.com.au,46726,6GB,17/9/2024,Corporate & Business Data,Industrials,Building Products,Australia,6.0
www.plumbersstock.com,46370,4GB,17/9/2024,Corporate & Business Data,Consumer Discretionary,Internet & Direct Marketing Retail,United States,4.0
www.taperuvicha.com,47731,12 GB,16/9/2024,Corporate & Business Data,Industrials,Machinery,Argentina,12.0
capecodacademy.org,47044,616GB,13/9/2024,Personal Identifiable Information (PII),Consumer Discretionary,Consumer Services,United States,616.0
www.8010urbanliving.com,50831,85 GB,16/9/2024,Corporate & Business Data,Real Estate,Real Estate Management & Development,United States,85.0
topdoctors.com,46670,40 GB,16/9/2024,Personal Identifiable Information (PII),Health Care,Health Care Technology,Spain,40.0
topdoctors.com,46670,40 GB,16/9/2024,Medical & Health Records (PHI),Health Care,Health Care Technology,Spain,40.0
topdoctors.com,46670,40 GB,16/9/2024,Financial & Payment Data,Health Care,Health Care Technology,Spain,40.0
www.adantia.es,51312,27 GB,16/9/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Spain,27.0
www.faithfc.org,48557,78 GB,16/9/2024,Personal Identifiable Information (PII),Consumer Discretionary,Media,United States,78.0
www.tta.cls,49802,144 GB,16/9/2024,Government & Military Data,Financials,Diversified Financial Services,France,144.0
www.tta.cls,49802,144 GB,16/9/2024,Corporate & Business Data,Financials,Diversified Financial Services,France,144.0
kryptonresources.com,47376,68 GB,16/9/2024,Personal Identifiable Information (PII),Industrials,Trading Companies & Distributors,Canada,68.0
kryptonresources.com,47376,68 GB,16/9/2024,Corporate & Business Data,Industrials,Trading Companies & Distributors,Canada,68.0
oipip.gda.pl,44129,53 GB,16/9/2024,Personal Identifiable Information (PII),Health Care,Health Care Providers & Services,Poland,53.0
lafuturasrl.it,44389,50GB+,10/9/2024,Personal Identifiable Information (PII),Industrials,Commercial Services & Supplies,Italy,50.0
lafuturasrl.it,44389,50GB+,10/9/2024,Financial & Payment Data,Industrials,Commercial Services & Supplies,Italy,50.0
lafuturasrl.it,44389,50GB+,10/9/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Italy,50.0
advantagecdc.org,45359,50 GB +,10/9/2024,Financial & Payment Data,Financials,Thrifts & Mortgage Finance,United States,50.0
advantagecdc.org,45359,50 GB +,10/9/2024,Corporate & Business Data,Financials,Thrifts & Mortgage Finance,United States,50.0
accuraterailroad.com,44778,45GB,10/9/2024,Financial & Payment Data,Industrials,Construction & Engineering,United States,45.0
accuraterailroad.com,44778,45GB,10/9/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,45.0
accuraterailroad.com,44778,45GB,10/9/2024,Personal Identifiable Information (PII),Industrials,Construction & Engineering,United States,45.0
www.atlcc.net,44108,124 GB,7/9/2024,Financial & Payment Data,Financials,Diversified Financial Services,United States,124.0
www.atlcc.net,44108,124 GB,7/9/2024,Corporate & Business Data,Financials,Diversified Financial Services,United States,124.0
www.atlcc.net,44108,124 GB,7/9/2024,Personal Identifiable Information (PII),Financials,Diversified Financial Services,United States,124.0
www.southeasternretina.com,44686,500gb,12/9/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,500.0
mechdyne.com,45983,700 gb,12/9/2024,Corporate & Business Data,Information Technology,IT Services,United States,700.0
thornton-inc.com,47831,100GB,12/9/2024,Corporate & Business Data,Industrials,Construction & Engineering,United States,100.0
allamericanpoly.com,47488,500gb,10/9/2024,Personal Identifiable Information (PII),Materials,Chemicals,United States,500.0
allamericanpoly.com,47488,500gb,10/9/2024,Corporate & Business Data,Materials,Chemicals,United States,500.0
allamericanpoly.com,47488,500gb,10/9/2024,Financial & Payment Data,Materials,Chemicals,United States,500.0
allamericanpoly.com,47488,500gb,10/9/2024,Government & Military Data,Materials,Chemicals,United States,500.0
allamericanpoly.com,47488,500gb,10/9/2024,Intellectual Property (IP) & Research Data,Materials,Chemicals,United States,500.0
www.vinatiorganics.com,47741,233 GB,10/9/2024,Corporate & Business Data,Materials,Chemicals,India,233.0
americagraphics.com,49341,15GB,6/9/2024,Authentication & Credential Data,Information Technology,IT Services,United States,15.0
www.avf-biomedical.com,48312,31 GB,9/9/2024,Corporate & Business Data,Real Estate,Equity Real Estate Investment Trusts (REITs),USA,31.0
www.bsg.com.au,44415,79 GB,9/9/2024,Corporate & Business Data,Consumer Discretionary,"Hotels, Restaurants & Leisure",Australia,79.0
www.unige.it,49294,18 GB,9/9/2024,Personal Identifiable Information (PII),Consumer Discretionary,Consumer Services,Italy,18.0
www.unige.it,49294,18 GB,9/9/2024,Corporate & Business Data,Consumer Discretionary,Consumer Services,Italy,18.0
cardiovirginia.com,45870,1TB,7/9/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,1024.0
briedis.lt,49816,10GB,5/9/2024,Authentication & Credential Data,Communication Services,Publishing,Lithuania,10.0
tri-tech.us,48881,57GB,5/9/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,United States,57.0
cbt-gmbh.de,45224,263GB,5/9/2024,Corporate & Business Data,Health Care,Health Care Providers & Services,Germany,263.0
inorde.com,49579,102GB,5/9/2024,Corporate & Business Data,Public Sector,Government Services,United States,102.0
inorde.com,49579,102GB,5/9/2024,Government & Military Data,Public Sector,Government Services,United States,102.0
cps-k12.org,50867,177GB,5/9/2024,Personal Identifiable Information (PII),Consumer Discretionary,Consumer Services,United States,177.0
Inglenorth.co.uk,46973,62GB,5/9/2024,Corporate & Business Data,Industrials,Construction & Engineering,United Kingdom,62.0
phdservices.net,46372,169GB,5/9/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,United States,169.0
kawasaki.eu,49095,487GB,5/9/2024,Corporate & Business Data,Consumer Discretionary,Automobiles & Components,Netherlands,487.0
www.towellengineering.net,49454,490 GB,5/9/2024,Corporate & Business Data,Industrials,Construction & Engineering,Oman,490.0
www.parknfly.ca,46682,*,5/9/2024,Corporate & Business Data,Industrials,Transportation Infrastructure,Canada,0.0
www.galgorm.com,49301,200gb,4/9/2024,Personal Identifiable Information (PII),Consumer Discretionary,"Hotels, Restaurants & Leisure",United Kingdom,200.0
www.bennettcurrie.co.nz,49297,375 GB,4/9/2024,Corporate & Business Data,Financials,Diversified Financial Services,New Zealand,375.0
plannedparenthood.org,42483,93gb,4/9/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,93.0
plannedparenthood.org,42483,93gb,4/9/2024,Personal Identifiable Information (PII),Health Care,Health Care Providers & Services,United States,93.0
gardenhomesmanagement.com,46998,50GB,3/9/2024,Corporate & Business Data,Real Estate,Equity Real Estate Investment Trusts (REITs),United States,50.0
wilmingtoncc.org,48336,50GB,29/8/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,50.0
www.pokerspa.it,49761,7GB,2/9/2024,System & Infrastructure Data,Information Technology,Software & Services,Italy,7.0
www.sanyo-bussan.co.jp,49867,12GB,2/9/2024,Corporate & Business Data,Consumer Discretionary,Household Durables,Japan,12.0
www.amberbev.com,50588,1.7 TB,2/9/2024,Corporate & Business Data,Consumer Staples,Beverages,Latvia,1740.8
Removal.AI,49001,12 GB,2/9/2024,Personal Identifiable Information (PII),Information Technology,Software,Philippines,12.0
Removal.AI,49001,12 GB,2/9/2024,Financial & Payment Data,Information Technology,Software,Philippines,12.0
Removal.AI,49001,12 GB,2/9/2024,Authentication & Credential Data,Information Technology,Software,Philippines,12.0
Removal.AI,49001,12 GB,2/9/2024,System & Infrastructure Data,Information Technology,Software,Philippines,12.0
www.sanyo-av.com<Taiwan>,52483,500GB,2/9/2024,Corporate & Business Data,Information Technology,"Technology Hardware, Storage & Peripherals",Taiwan,500.0
www.sanyo-av.com<Taiwan>,52483,500GB,2/9/2024,Intellectual Property (IP) & Research Data,Information Technology,"Technology Hardware, Storage & Peripherals",Taiwan,500.0
www.sanyo-av.com<Taiwan>,52483,500GB,2/9/2024,System & Infrastructure Data,Information Technology,"Technology Hardware, Storage & Peripherals",Taiwan,500.0
www.electriforce.com,51233,120Gb,27/8/2024,Financial & Payment Data,Industrials,Electrical Equipment,United States,120.0
www.electriforce.com,51233,120Gb,27/8/2024,Corporate & Business Data,Industrials,Electrical Equipment,United States,120.0
www.electriforce.com,51233,120Gb,27/8/2024,Human Resources Data,Industrials,Electrical Equipment,United States,120.0
www.schneider.ch,50354,300gb,2/9/2024,Personal Identifiable Information (PII),Industrials,Commercial Services & Supplies,Switzerland,300.0
www.schneider.ch,50354,300gb,2/9/2024,Financial & Payment Data,Industrials,Commercial Services & Supplies,Switzerland,300.0
www.schneider.ch,50354,300gb,2/9/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Switzerland,300.0
ciot.com,48531,1TB,29/8/2024,Corporate & Business Data,Consumer Discretionary,Home Improvement Retail,United States,1024.0
www.nissan-dubai.com,49016,50 GB,31/8/2024,Personal Identifiable Information (PII),Consumer Discretionary,Automobiles,United Arab Emirates,50.0
www.nissan-dubai.com,49016,50 GB,31/8/2024,Corporate & Business Data,Consumer Discretionary,Automobiles,United Arab Emirates,50.0
grant-associates.uk.com,48355,400GB,30/8/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,United Kingdom,400.0
grant-associates.uk.com,48355,400GB,30/8/2024,Intellectual Property (IP) & Research Data,Industrials,Commercial Services & Supplies,United Kingdom,400.0
www.lfewines.com,47795,178 GB,30/8/2024,Corporate & Business Data,Consumer Staples,Beverages,United States,178.0
www.gruyeria.ch,49803,80 GB,30/8/2024,Intellectual Property (IP) & Research Data,Industrials,Commercial Services & Supplies,Switzerland,80.0
www.gruyeria.ch,49803,80 GB,30/8/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Switzerland,80.0
www.fenceauthority.com,47948,98 GB,30/8/2024,Corporate & Business Data,Industrials,Construction Materials,United States,98.0
www.johnkellys.com,48727,450 GB,30/8/2024,Corporate & Business Data,Materials,Chemicals,United States,450.0
www.iph-bet.fr,49441,678 GB,30/8/2024,Corporate & Business Data,Industrials,Construction & Engineering,France,678.0
www.suvacity.org,51793,33 GB,30/8/2024,System & Infrastructure Data,Public Sector,Government Services,Fiji,33.0
www.suvacity.org,51793,33 GB,30/8/2024,Corporate & Business Data,Public Sector,Government Services,Fiji,33.0
www.suvacity.org,51793,33 GB,30/8/2024,Government & Military Data,Public Sector,Government Services,Fiji,33.0
www.primariatm.ro,48941,121 GB,30/8/2024,Corporate & Business Data,Public Sector,Government Services,Romania ,121.0
www.primariatm.ro,48941,121 GB,30/8/2024,Government & Military Data,Public Sector,Government Services,Romania ,121.0
www.mineduc.gob.gt,51382,529 GB,30/8/2024,Government & Military Data,Public Sector,Government Services,Guatemala,529.0
www.mineduc.gob.gt,51382,529 GB,30/8/2024,Personal Identifiable Information (PII),Public Sector,Government Services,Guatemala,529.0
www.swinburne.edu,50156,366 GB,30/8/2024,Corporate & Business Data,Communication Services,Education Services,Australia,366.0
www.iiitd.ac.in,52598,140 GB,30/8/2024,Intellectual Property (IP) & Research Data,Communication Services,Education Services,India,140.0
www.iiitd.ac.in,52598,140 GB,30/8/2024,Corporate & Business Data,Communication Services,Education Services,India,140.0
www.ramoncorripio.com,50599,124 GB,30/8/2024,Corporate & Business Data,Consumer Discretionary,Distributors,Dominican Republic,124.0
www.timortelecom.tl,48509,18 GB,30/8/2024,System & Infrastructure Data,Communication Services,Telecommunication Services,Timor-Leste,18.0
www.timortelecom.tl,48509,18 GB,30/8/2024,Corporate & Business Data,Communication Services,Telecommunication Services,Timor-Leste,18.0
www.citebd.org,52333,+1.7TB,30/8/2024,Financial & Payment Data,Information Technology,Software,France,1740.8
www.citebd.org,52333,+1.7TB,30/8/2024,Corporate & Business Data,Information Technology,Software,France,1740.8
glasstile.com,52750,1.3TB,17/8/2024,Financial & Payment Data,Materials,Construction Materials,United States,1331.2
glasstile.com,52750,1.3TB,17/8/2024,Corporate & Business Data,Materials,Construction Materials,United States,1331.2
rainierarms.com,50262,5GB,26/8/2024,Corporate & Business Data,Consumer Discretionary,Specialty Retail,United States,5.0
www.chwa.com.tw,50168,425GB,27/8/2024,Corporate & Business Data,Communication Services,Media,Taiwan,425.0
www.chwa.com.tw,50168,425GB,27/8/2024,Authentication & Credential Data,Communication Services,Media,Taiwan,425.0
www.polycohealthline.com,50720,1TB,27/8/2024,Corporate & Business Data,Health Care,Health Care Equipment & Supplies,United Kingdom,1024.0
www.spie-tec.de,54645,10GB,26/8/2024,Corporate & Business Data,Consumer Discretionary,Automobiles,Germany,10.0
www.spie-tec.de,54645,10GB,26/8/2024,Intellectual Property (IP) & Research Data,Consumer Discretionary,Automobiles,Germany,10.0
www.spie-tec.de,54645,10GB,26/8/2024,Financial & Payment Data,Consumer Discretionary,Automobiles,Germany,10.0
htsusa.com,51553,40 gb,26/8/2024,System & Infrastructure Data,Information Technology,IT Services,United States,40.0
www.smarterp.com<Auction>,51367,*GB,26/8/2024,Personal Identifiable Information (PII),Information Technology,IT Services,United States,0.0
www.smarterp.com<Auction>,51367,*GB,26/8/2024,Authentication & Credential Data,Information Technology,IT Services,United States,0.0
www.smarterp.com<Auction>,51367,*GB,26/8/2024,Corporate & Business Data,Information Technology,IT Services,United States,0.0
www.alabamaplate.com,54315,45Gb,9/7/2024,Corporate & Business Data,Industrials,Machinery,United States,45.0
www.alabamaplate.com,54315,45Gb,9/7/2024,Financial & Payment Data,Industrials,Machinery,United States,45.0
www.alabamaplate.com,54315,45Gb,9/7/2024,Personal Identifiable Information (PII),Industrials,Machinery,United States,45.0
www.alabamaplate.com,54315,45Gb,9/7/2024,System & Infrastructure Data,Industrials,Machinery,United States,45.0
prasarana.com.my,51775,316GB,25/8/2024,System & Infrastructure Data,Industrials,Transportation Infrastructure,Malaysia,316.0
saudi arabia(general secretariat of the military service council),54067,140GB,22/8/2024,Corporate & Business Data,Information Technology,Internet Software & Services,South Africa,140.0
www.banhampoultry.co.uk,52045,50Gb,21/8/2024,Corporate & Business Data,Consumer Staples,Food Products,United Kingdom,50.0
www.banhampoultry.co.uk,52045,50Gb,21/8/2024,Legal & Regulatory Data,Consumer Staples,Food Products,United Kingdom,50.0
capitalfund1.com,53570,*GB,20/8/2024,Personal Identifiable Information (PII),Financials,Mortgage Real Estate Investment Trusts (REITs),United States,0.0
capitalfund1.com,53570,*GB,20/8/2024,Financial & Payment Data,Financials,Mortgage Real Estate Investment Trusts (REITs),United States,0.0
capitalfund1.com,53570,*GB,20/8/2024,Authentication & Credential Data,Financials,Mortgage Real Estate Investment Trusts (REITs),United States,0.0
capitalfund1.com,53570,*GB,20/8/2024,Corporate & Business Data,Financials,Mortgage Real Estate Investment Trusts (REITs),United States,0.0
blowerdempsay.com,54967,679GB,20/8/2024,Corporate & Business Data,Materials,Containers & Packaging,United States,679.0
inlighten.net<Disclose>,48136,1.8TB,20/8/2024,Corporate & Business Data,Information Technology,Software,United States,1843.2
ccsdschools.com<disclose>,54020,966gb,18/8/2024,Personal Identifiable Information (PII),Consumer Discretionary,Consumer Services,United States,966.0
OSG.COM,29892,more 1TB,15/8/2024,Corporate & Business Data,Industrials,Marine,United States,1024.0
OSG.COM,29892,more 1TB,15/8/2024,Government & Military Data,Industrials,Marine,United States,1024.0
OSG.COM,29892,more 1TB,15/8/2024,Financial & Payment Data,Industrials,Marine,United States,1024.0
OSG.COM,29892,more 1TB,15/8/2024,System & Infrastructure Data,Industrials,Marine,United States,1024.0
imobesidade.com.br,53094,6GB,14/8/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,Brazil,6.0
www.manotherm.ie,56137,30Gb,17/8/2024,Corporate & Business Data,Industrials,Trading Companies & Distributors,Ireland,30.0
www.netconfig.co.za,54701,20Gb,17/8/2024,Corporate & Business Data,Information Technology,IT Services,South Africa,20.0
www.regentcaravans.com.au,56261,30Gb,17/8/2024,Corporate & Business Data,Consumer Discretionary,Automobiles & Components,Australia,30.0
www.gmchc.org,56218,20Gb,17/8/2024,Communication & Social Data,Communication Services,Media,United States,20.0
www.martinswood.herts.sch.uk,52872,20Gb,17/8/2024,Personal Identifiable Information (PII),Consumer Discretionary,Consumer Services,United Kingdom,20.0
www.allanmcneill.co.nz,55305,30Gb,17/8/2024,Corporate & Business Data,Financials,Diversified Financial Services,New Zealand,30.0
www.lennartsfors.com,52528,10Gb,17/8/2024,Corporate & Business Data,Industrials,Machinery,Sweden,10.0
www.lennartsfors.com,52528,10Gb,17/8/2024,System & Infrastructure Data,Industrials,Machinery,Sweden,10.0
www.albynhousing.org.uk,55524,10Gb,17/8/2024,Corporate & Business Data,Real Estate,Real Estate Management & Development,United Kingdom,10.0
www.vinakom.com,55853,151GB,16/8/2024,Corporate & Business Data,Communication Services,Telecommunication Services,United States,151.0
nrcollecties.nl,54880,8GB,15/8/2024,Corporate & Business Data,Consumer Discretionary,Specialty Retail,Netherlands,8.0
nrcollecties.nl,54880,8GB,15/8/2024,Authentication & Credential Data,Consumer Discretionary,Specialty Retail,Netherlands,8.0
nrcollecties.nl,54880,8GB,15/8/2024,Communication & Social Data,Consumer Discretionary,Specialty Retail,Netherlands,8.0
nrcollecties.nl,54880,8GB,15/8/2024,System & Infrastructure Data,Consumer Discretionary,Specialty Retail,Netherlands,8.0
www.patelco.org<Disclose>,57234,*GB,16/8/2024,Personal Identifiable Information (PII),Financials,Banks,United States,0.0
www.patelco.org<Disclose>,57234,*GB,16/8/2024,Financial & Payment Data,Financials,Banks,United States,0.0
www.patelco.org<Disclose>,57234,*GB,16/8/2024,Authentication & Credential Data,Financials,Banks,United States,0.0
www.aaconsultinc.com,55024,60GB,15/8/2024,Corporate & Business Data,Industrials,Commercial & Professional Services,United States,60.0
ljglaw.com,54719,2.5TB,14/8/2024,Corporate & Business Data,Financials,Insurance,United States,2560.0
www.atwoodcherny.com,57164,100Gb,15/8/2024,Personal Identifiable Information (PII),Financials,Diversified Financial Services,United States,100.0
www.atwoodcherny.com,57164,100Gb,15/8/2024,Financial & Payment Data,Financials,Diversified Financial Services,United States,100.0
www.atwoodcherny.com,57164,100Gb,15/8/2024,Corporate & Business Data,Financials,Diversified Financial Services,United States,100.0
www.isnart.it,54602,10Gb,15/8/2024,Corporate & Business Data,Industrials,Commercial & Professional Services,Italy,10.0
bedford.k12.oh.us,55806,32gb,12/8/2024,Corporate & Business Data,Consumer Discretionary,Consumer Services,United States,32.0
welevelup.com,57132,100gb,13/8/2024,Personal Identifiable Information (PII),Health Care,Health Care Providers & Services,United States,100.0
welevelup.com,57132,100gb,13/8/2024,Corporate & Business Data,Health Care,Health Care Providers & Services,United States,100.0
welevelup.com,57132,100gb,13/8/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,100.0
naturalcuriosities.com,57631,3GB,11/8/2024,Corporate & Business Data,Consumer Discretionary,Media,United States,3.0
naturalcuriosities.com,57631,3GB,11/8/2024,Intellectual Property (IP) & Research Data,Consumer Discretionary,Media,United States,3.0
naturalcuriosities.com,57631,3GB,11/8/2024,System & Infrastructure Data,Consumer Discretionary,Media,United States,3.0
naturalcuriosities.com,57631,3GB,11/8/2024,Communication & Social Data,Consumer Discretionary,Media,United States,3.0
Jeffersoncountyclerk.org,55507,47GB,11/8/2024,Government & Military Data,Public Sector,Government Services,United States,47.0
Jeffersoncountyclerk.org,55507,47GB,11/8/2024,Personal Identifiable Information (PII),Public Sector,Government Services,United States,47.0
alliuminteriors.co.nz,58863,31GB,9/8/2024,Corporate & Business Data,Consumer Discretionary,Specialty Retail,New Zealand,31.0
alliuminteriors.co.nz,58863,31GB,9/8/2024,Authentication & Credential Data,Consumer Discretionary,Specialty Retail,New Zealand,31.0
lmgroup.com<Disclose>,59500,2+TB,14/7/2024,Corporate & Business Data,Industrials,Commercial Printing,Spain,2048.0
lmgroup.com<Disclose>,59500,2+TB,14/7/2024,Financial & Payment Data,Industrials,Commercial Printing,Spain,2048.0
kempe.com.au,55625,4TB,9/8/2024,Corporate & Business Data,Industrials,Commercial Services & Supplies,Australia,4096.0
kempe.com.au,55625,4TB,9/8/2024,Personal Identifiable Information (PII),Industrials,Commercial Services & Supplies,Australia,4096.0
dhcgrp.com,60108,228GB,9/8/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,228.0
mrhme.org,56439,10Gb,25/7/2024,Medical & Health Records (PHI),Health Care,Health Care Providers & Services,United States,10.0
golfoy.com,58052,3GB,8/8/2024,Corporate & Business Data,Consumer Discretionary,Specialty Retail,India,3.0
golfoy.com,58052,3GB,8/8/2024,Authentication & Credential Data,Consumer Discretionary,Specialty Retail,India,3.0
golfoy.com,58052,3GB,8/8/2024,System & Infrastructure Data,Consumer Discretionary,Specialty Retail,India,3.0
pierrediamonds.com.au,62239,3GB,6/8/2024,Corporate & Business Data,Consumer Discretionary,Specialty Retail,Australia,3.0
pierrediamonds.com.au,62239,3GB,6/8/2024,Intellectual Property (IP) & Research Data,Consumer Discretionary,Specialty Retail,Australia,3.0
pierrediamonds.com.au,62239,3GB,6/8/2024,Authentication & Credential Data,Consumer Discretionary,Specialty Retail,Australia,3.0
pierrediamonds.com.au,62239,3GB,6/8/2024,Communication & Social Data,Consumer Discretionary,Specialty Retail,Australia,3.0
inv-dar.com,62526,15GB,8/8/2024,Corporate & Business Data,Financials,Diversified Financial Services,South Africa,15.0
inv-dar.com,62526,15GB,8/8/2024,System & Infrastructure Data,Financials,Diversified Financial Services,South Africa,15.0
rationalenterprise.com<disclose>,57891,2TB,8/8/2024,Corporate & Business Data,Information Technology,Software,United States,2048.0
rationalenterprise.com<disclose>,57891,2TB,8/8/2024,System & Infrastructure Data,Information Technology,Software,United States,2048.0
modernceramics.com,58389,300GB,2/8/2024,Financial & Payment Data,Industrials,Machinery,United States,300.0
